,Factor_1,Factor_2,Factor_3
0,-0.5432964833881939,-0.2878447573876268,0.4042116070630139
1,2.019736555930993,-1.3116759785568932,-0.27502055270436127
2,-4.937532817152718,-1.5707121569243057,0.1418202516878627
3,-1.4464972300588848,-0.8696420954933395,0.35978166331542827
4,-2.870192867129498,-1.0764542440761575,-0.061701575380077506
5,8.211169184991395,-0.8105249910842526,0.17540491118709606
6,-1.943942354560445,-0.5365799132369231,-0.0490936814252673
7,3.895094333684088,-0.0009819288194058903,0.9378236324147745
9,6.820055548331078,-0.9726575122388539,0.0913850626494444
10,-1.0120897205905302,3.2300206211720317,1.3014017822858355
11,2.3846083866727157,1.8435426320174921,-0.008876094527930645
13,-5.84159689048332,-1.537927575972779,-0.3758814470676132
14,1.5850947051139788,-0.10634460111996535,0.07827025095980636
15,4.034007370855912,-0.09337559883846469,1.721371351513598
16,-1.0987842427164056,0.2254160566564265,0.9353416497308178
17,2.505302250250083,-0.10557430166815795,0.8421778484584915
18,-7.619929205331449,-1.3909828983064296,0.6630882983992208
19,-4.844959663090952,-1.5933224588977215,0.5770983554130856
20,-4.963727865480493,-0.8951089758817431,0.25619953901748227
21,-0.28469971017001083,1.4767677695401393,0.42140075238920877
22,-0.4981033021862111,0.39453197050121924,-0.36472831565738933
23,-5.308228595643447,-0.5848160671883849,0.20541353312202504
24,-0.4729682286118342,-0.4962661429704409,0.3925435155274055
25,4.025233666200272,0.08650323293323775,0.5125577292799712
26,2.5160778973280196,0.21180514723713062,1.4597762844934323
27,6.320796033050787,0.4953183442240146,1.3639866805128775
28,3.7526543862851343,-1.3392869147776072,-0.08479745617544315
29,6.215815989046424,-1.0745668421693788,-0.019424574310726833
30,-5.004937298372575,-1.2665922046404083,0.2964017545207045
31,-5.980185093769114,-0.8539592172977195,0.6831659683559399
32,-8.323536088282045,-1.2646136096810208,0.6164759910370816
33,-1.9848506042046008,-0.22173272757236887,0.4610729577463474
34,-1.3322305407230162,-0.5550112216309349,0.08189683688766902
35,-3.4198288038006432,-0.3290207143248858,0.3070177128249698
36,-1.042421641127485,-0.27835918587761477,0.31613987229417995
37,1.429028333883295,-1.4098524103399455,0.015553485056868635
38,4.769101298846449,-0.22101865150671218,0.13417259947304233
39,-2.727111697385714,-0.4495391685520643,0.2715008904622661
40,-2.606609930952952,0.15924833893438822,0.7005860969630576
42,-3.4446205749418817,-1.2115331008006054,-0.23315000272546732
43,-6.9534071472442935,-0.8358981714910456,0.7419507633661367
45,-0.34457408449457805,-0.8401442369091014,0.669094880808299
46,-0.6619573624534715,2.4851862813520693,-0.8478645177002985
47,-4.021611459606048,-1.6560017142447159,0.26445647376291315
48,3.345178229266634,-0.16957161672680546,0.07193932364271732
49,0.3819648148432563,0.2532854471096128,0.8903188545815081
50,-3.5049352129589204,-0.5066678248091412,0.41744770703593037
51,4.8904229526751335,-0.10572716314225186,-0.39088585430916467
52,4.150103026077556,0.7247746145023403,2.118486052068838
53,1.009005091369839,-1.6054934120819118,-0.27925845393627224
54,-1.627746475777967,-0.011999759130678467,0.23932713847766293
55,-0.24627099211911319,-1.2590704024990425,0.04526283553927253
56,2.662949804612702,-0.27503350378830715,0.03028301752025439
